Security Code,Security Name,Company Name,Ex Date,Purpose,Record Date,BC Start Date, BC End Date	,ND Start Date,ND End Date,Actual Payment Date
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,06 Sep 2007,Dividend - Rs. - 1.0000,-,18 Sep 2007,25 Sep 2007,06 Sep 2007,21 Sep 2007,-
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,02 Sep 2008,Dividend - Rs. - 1.0000,-,15 Sep 2008,19 Sep 2008,02 Sep 2008,18 Sep 2008,-
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,04 Sep 2009,Dividend - Rs. - 1.0000,-,18 Sep 2009,25 Sep 2009,04 Sep 2009,23 Sep 2009,-
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,02 Sep 2010,Dividend - Rs. - 1.0000,-,16 Sep 2010,20 Sep 2010,02 Sep 2010,21 Sep 2010,-
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,08 Sep 2011,Dividend - Rs. - 1.0000,-,22 Sep 2011,26 Sep 2011,08 Sep 2011,27 Sep 2011,-
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,07 Sep 2012,Dividend - Rs. - 1.0000,-,21 Sep 2012,25 Sep 2012,07 Sep 2012,26 Sep 2012,-
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,04 Sep 2013,Dividend - Rs. - 1.0000,-,16 Sep 2013,20 Sep 2013,04 Sep 2013,19 Sep 2013,-
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,08 Sep 2014,Dividend - Rs. - 1.0000,-,20 Sep 2014,26 Sep 2014,08 Sep 2014,24 Sep 2014,-
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,10 Sep 2015,Dividend - Rs. - 1.0000,-,22 Sep 2015,28 Sep 2015,10 Sep 2015,24 Sep 2015,-
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,08 Sep 2016,Dividend - Rs. - 1.0000,-,20 Sep 2016,26 Sep 2016,08 Sep 2016,23 Sep 2016,-
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,29 Jun 2017,Dividend - Rs. - 1.0000,-,11 Jul 2017,17 Jul 2017,29 Jun 2017,14 Jul 2017,-
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,06 Sep 2018,Dividend - Rs. - 1.0000,-,18 Sep 2018,24 Sep 2018,06 Sep 2018,21 Sep 2018,-
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,05 Sep 2019,Dividend - Rs. - 1.0000,-,07 Sep 2019,13 Sep 2019,30 Aug 2019,05 Sep 2019,-
501386,ZSWASTSA,SWASTIK SAFE DEPOSIT & INVESTMENTS LTD.,11 Dec 2020,Dividend - Rs. - 1.0000,-,15 Dec 2020,21 Dec 2020,08 Dec 2020,14 Dec 2020,-
